cs_week_beg_dt,country,channel_type,l1_topic,sr_cnt,csat_sum,csat_response_cnt,rsltn_cnt,rsltn_response_cnt
2026-07-13,DE,Email,Listing & Selling,42,40,10,37,27
2026-07-13,DE,Phone,Account Access,73,58,14,68,55
2026-07-13,DE,Chat,Account Access,56,52,13,51,41
2026-07-13,DE,Email,Account Access,31,28,7,27,20
2026-07-13,DE,Phone,Buyer & Seller Disputes,50,34,9,47,33
2026-07-13,DE,Chat,Buyer & Seller Disputes,39,34,9,36,24
2026-07-13,DE,Email,Buyer & Seller Disputes,24,18,5,22,13
2026-07-20,US,Phone,Returns & Refunds,830,500,151,716,512
2026-07-20,US,Chat,Returns & Refunds,675,528,164,592,427
2026-07-20,US,Email,Returns & Refunds,393,240,77,349,233
2026-07-20,US,Phone,Shipping & Delivery,612,554,134,557,443
2026-07-20,US,Chat,Shipping & Delivery,479,456,111,413,328
2026-07-20,US,Email,Shipping & Delivery,280,258,64,242,174
2026-07-20,US,Phone,Payments & Payouts,471,441,111,432,348
2026-07-20,US,Chat,Payments & Payouts,360,331,84,326,251
2026-07-20,US,Email,Payments & Payouts,197,165,44,177,129
2026-07-20,US,Phone,Listing & Selling,422,342,80,368,318
2026-07-20,US,Chat,Listing & Selling,314,273,64,280,240
2026-07-20,US,Email,Listing & Selling,192,147,36,179,136
2026-07-20,US,Phone,Account Access,343,307,73,319,265
2026-07-20,US,Chat,Account Access,251,207,50,223,181
2026-07-20,US,Email,Account Access,150,152,38,136,106
2026-07-20,US,Phone,Buyer & Seller Disputes,254,186,48,234,178
2026-07-20,US,Chat,Buyer & Seller Disputes,198,153,39,173,121
2026-07-20,US,Email,Buyer & Seller Disputes,112,101,27,105,67
2026-07-20,UK,Phone,Returns & Refunds,262,209,51,229,175
2026-07-20,UK,Chat,Returns & Refunds,194,168,42,177,131
2026-07-20,UK,Email,Returns & Refunds,122,109,28,110,74
2026-07-20,UK,Phone,Shipping & Delivery,200,206,50,177,137
2026-07-20,UK,Chat,Shipping & Delivery,159,149,36,142,107
2026-07-20,UK,Email,Shipping & Delivery,91,76,19,83,59
2026-07-20,UK,Phone,Payments & Payouts,164,122,30,152,117
2026-07-20,UK,Chat,Payments & Payouts,131,136,34,122,93
2026-07-20,UK,Email,Payments & Payouts,75,75,19,68,47
2026-07-20,UK,Phone,Listing & Selling,139,137,32,124,104
2026-07-20,UK,Chat,Listing & Selling,115,109,26,107,88
2026-07-20,UK,Email,Listing & Selling,63,61,15,54,42
2026-07-20,UK,Phone,Account Access,120,96,23,105,85
2026-07-20,UK,Chat,Account Access,96,76,18,87,70
2026-07-20,UK,Email,Account Access,57,49,12,51,38
2026-07-20,UK,Phone,Buyer & Seller Disputes,96,70,18,89,65
2026-07-20,UK,Chat,Buyer & Seller Disputes,72,57,15,62,44
2026-07-20,UK,Email,Buyer & Seller Disputes,43,37,10,38,24
2026-07-20,DE,Phone,Returns & Refunds,168,158,39,151,111
2026-07-20,DE,Chat,Returns & Refunds,132,98,25,117,84
2026-07-20,DE,Email,Returns & Refunds,71,62,16,61,40
2026-07-20,DE,Phone,Shipping & Delivery,149,141,35,137,108
2026-07-20,DE,Chat,Shipping & Delivery,118,93,23,109,83
2026-07-20,DE,Email,Shipping & Delivery,65,50,13,59,41
2026-07-20,DE,Phone,Payments & Payouts,100,76,19,93,71
2026-07-20,DE,Chat,Payments & Payouts,73,68,17,68,50
2026-07-20,DE,Email,Payments & Payouts,44,43,11,41,28
2026-07-20,DE,Phone,Listing & Selling,97,100,24,88,72
2026-07-20,DE,Chat,Listing & Selling,72,58,14,66,53
2026-07-20,DE,Email,Listing & Selling,45,40,10,39,29
2026-07-20,DE,Phone,Account Access,71,75,18,61,49
2026-07-20,DE,Chat,Account Access,60,45,11,55,42
2026-07-20,DE,Email,Account Access,33,35,9,29,22
2026-07-20,DE,Phone,Buyer & Seller Disputes,58,53,14,54,38
2026-07-20,DE,Chat,Buyer & Seller Disputes,44,42,11,40,27
2026-07-20,DE,Email,Buyer & Seller Disputes,25,22,6,23,15
2026-07-27,US,Phone,Returns & Refunds,876,491,159,799,582
2026-07-27,US,Chat,Returns & Refunds,687,457,151,610,422
2026-07-27,US,Email,Returns & Refunds,386,269,91,362,232
2026-07-27,US,Phone,Shipping & Delivery,558,491,119,522,422
2026-07-27,US,Chat,Shipping & Delivery,454,412,101,395,308
2026-07-27,US,Email,Shipping & Delivery,259,263,65,242,171
2026-07-27,US,Phone,Payments & Payouts,432,437,110,396,320
2026-07-27,US,Chat,Payments & Payouts,340,285,72,294,231
2026-07-27,US,Email,Payments & Payouts,195,186,50,168,121
2026-07-27,US,Phone,Listing & Selling,445,489,114,392,339
2026-07-27,US,Chat,Listing & Selling,342,311,72,294,248
2026-07-27,US,Email,Listing & Selling,197,181,44,184,140
2026-07-27,US,Phone,Account Access,337,277,67,309,264
2026-07-27,US,Chat,Account Access,260,226,55,237,192
2026-07-27,US,Email,Account Access,140,107,27,131,99
2026-07-27,US,Phone,Buyer & Seller Disputes,248,218,56,231,171
2026-07-27,US,Chat,Buyer & Seller Disputes,196,191,49,173,128
2026-07-27,US,Email,Buyer & Seller Disputes,107,97,26,100,67
2026-07-27,UK,Phone,Returns & Refunds,257,205,51,233,181
2026-07-27,UK,Chat,Returns & Refunds,207,185,46,185,134
2026-07-27,UK,Email,Returns & Refunds,119,107,27,104,71
2026-07-27,UK,Phone,Shipping & Delivery,228,195,47,197,152
2026-07-27,UK,Chat,Shipping & Delivery,168,125,31,148,113
2026-07-27,UK,Email,Shipping & Delivery,99,94,24,87,63
2026-07-27,UK,Phone,Payments & Payouts,159,122,30,148,112
2026-07-27,UK,Chat,Payments & Payouts,125,106,26,113,84
2026-07-27,UK,Email,Payments & Payouts,70,64,16,64,44
2026-07-27,UK,Phone,Listing & Selling,149,121,28,138,114
2026-07-27,UK,Chat,Listing & Selling,117,111,26,108,91
2026-07-27,UK,Email,Listing & Selling,63,58,14,54,42
2026-07-27,UK,Phone,Account Access,119,114,27,111,93
2026-07-27,UK,Chat,Account Access,97,84,20,91,75
2026-07-27,UK,Email,Account Access,53,40,10,48,36
2026-07-27,UK,Phone,Buyer & Seller Disputes,91,82,21,83,62
2026-07-27,UK,Chat,Buyer & Seller Disputes,71,54,14,62,43
2026-07-27,UK,Email,Buyer & Seller Disputes,37,29,8,34,22
2026-07-27,DE,Phone,Returns & Refunds,160,137,34,140,104
2026-07-27,DE,Chat,Returns & Refunds,124,122,31,116,86
2026-07-27,DE,Email,Returns & Refunds,70,53,14,64,42
2026-07-27,DE,Phone,Shipping & Delivery,143,114,28,131,102
2026-07-27,DE,Chat,Shipping & Delivery,112,83,21,105,78
2026-07-27,DE,Email,Shipping & Delivery,64,61,16,55,37
2026-07-27,DE,Phone,Payments & Payouts,98,77,19,89,69
2026-07-27,DE,Chat,Payments & Payouts,77,76,19,69,51
2026-07-27,DE,Email,Payments & Payouts,42,35,9,39,27
2026-07-27,DE,Phone,Listing & Selling,94,70,17,87,73
2026-07-27,DE,Chat,Listing & Selling,76,71,17,69,56
2026-07-27,DE,Email,Listing & Selling,45,40,10,42,31
2026-07-27,DE,Phone,Account Access,73,74,18,67,55
2026-07-27,DE,Chat,Account Access,52,41,10,47,37
2026-07-27,DE,Email,Account Access,32,28,7,28,20
2026-07-27,DE,Phone,Buyer & Seller Disputes,51,42,11,46,33
2026-07-27,DE,Chat,Buyer & Seller Disputes,40,34,9,37,26
2026-07-27,DE,Email,Buyer & Seller Disputes,25,18,5,22,14
2026-08-03,US,Phone,Returns & Refunds,975,607,209,879,615
2026-08-03,US,Chat,Returns & Refunds,724,413,143,671,472
2026-08-03,US,Email,Returns & Refunds,402,282,100,370,233
2026-08-03,US,Phone,Shipping & Delivery,649,556,135,596,472
2026-08-03,US,Chat,Shipping & Delivery,525,480,116,454,356
2026-08-03,US,Email,Shipping & Delivery,291,241,61,259,186
2026-08-03,US,Phone,Payments & Payouts,422,397,100,376,302
2026-08-03,US,Chat,Payments & Payouts,322,270,70,298,234
2026-08-03,US,Email,Payments & Payouts,190,171,45,173,124
2026-08-03,US,Phone,Listing & Selling,431,393,90,374,329
2026-08-03,US,Chat,Listing & Selling,341,322,76,311,260
2026-08-03,US,Email,Listing & Selling,197,200,49,170,130
2026-08-03,US,Phone,Account Access,348,342,82,301,252
2026-08-03,US,Chat,Account Access,288,231,56,248,201
2026-08-03,US,Email,Account Access,161,137,34,146,111
2026-08-03,US,Phone,Buyer & Seller Disputes,242,198,51,212,158
2026-08-03,US,Chat,Buyer & Seller Disputes,192,180,46,176,130
2026-08-03,US,Email,Buyer & Seller Disputes,110,98,26,103,66
2026-08-03,UK,Phone,Returns & Refunds,268,214,53,243,189
2026-08-03,UK,Chat,Returns & Refunds,212,157,39,198,149
2026-08-03,UK,Email,Returns & Refunds,122,103,26,106,71
2026-08-03,UK,Phone,Shipping & Delivery,206,188,46,180,142
2026-08-03,UK,Chat,Shipping & Delivery,165,139,34,153,119
2026-08-03,UK,Email,Shipping & Delivery,93,70,18,83,58
2026-08-03,UK,Phone,Payments & Payouts,166,126,31,156,124
2026-08-03,UK,Chat,Payments & Payouts,132,106,26,116,87
2026-08-03,UK,Email,Payments & Payouts,76,67,17,65,45
2026-08-03,UK,Phone,Listing & Selling,156,123,29,135,113
2026-08-03,UK,Chat,Listing & Selling,112,89,21,102,83
2026-08-03,UK,Email,Listing & Selling,70,54,13,65,50
2026-08-03,UK,Phone,Account Access,114,93,22,98,79
2026-08-03,UK,Chat,Account Access,89,83,20,78,64
2026-08-03,UK,Email,Account Access,50,37,9,43,33
2026-08-03,UK,Phone,Buyer & Seller Disputes,88,71,18,78,57
2026-08-03,UK,Chat,Buyer & Seller Disputes,68,62,16,60,43
2026-08-03,UK,Email,Buyer & Seller Disputes,38,33,9,35,23
2026-08-03,DE,Phone,Returns & Refunds,151,150,37,132,97
2026-08-03,DE,Chat,Returns & Refunds,126,92,23,109,81
2026-08-03,DE,Email,Returns & Refunds,69,64,17,64,42
2026-08-03,DE,Phone,Shipping & Delivery,133,116,29,124,97
2026-08-03,DE,Chat,Shipping & Delivery,107,98,24,92,67
2026-08-03,DE,Email,Shipping & Delivery,59,58,15,52,37
2026-08-03,DE,Phone,Payments & Payouts,102,104,26,89,69
2026-08-03,DE,Chat,Payments & Payouts,80,60,15,70,52
2026-08-03,DE,Email,Payments & Payouts,48,35,9,42,29
2026-08-03,DE,Phone,Listing & Selling,93,91,22,87,72
2026-08-03,DE,Chat,Listing & Selling,76,67,16,70,56
2026-08-03,DE,Email,Listing & Selling,42,44,11,39,29
2026-08-03,DE,Phone,Account Access,76,74,18,70,57
2026-08-03,DE,Chat,Account Access,59,49,12,53,43
2026-08-03,DE,Email,Account Access,32,32,8,28,20
2026-08-03,DE,Phone,Buyer & Seller Disputes,51,43,11,44,31
2026-08-03,DE,Chat,Buyer & Seller Disputes,42,30,8,36,26
2026-08-03,DE,Email,Buyer & Seller Disputes,23,22,6,20,12
